,Symbol,Industry
3395,PVL,Investment Trusts/Mutual Funds
3396,CCO,Advertising/Marketing Services
3397,FRGI,Restaurants
3398,UTI,Miscellaneous Commercial Services
3399,TUP,Miscellaneous Manufacturing
3400,ALYA,Information Technology Services
3401,LUMO,Pharmaceuticals: Major
3402,FYBR,Major Telecommunications
3403,LMST,Regional Banks
3404,BUR,Financial Conglomerates
3405,CDXS,Chemicals: Specialty
3406,TELA,Medical Specialties
3407,QRHC,Environmental Services
3408,ADES,Chemicals: Major Diversified
3409,SAVA,Biotechnology
3410,UONE,Movies/Entertainment
3411,AKAM,Packaged Software
3412,EOLS,Pharmaceuticals: Major
3413,NLS,Recreational Products
3414,CLNE,Gas Distributors
3415,ABUS,Pharmaceuticals: Major
3416,ALPN,Biotechnology
3417,CSII,Medical Specialties
3418,LTRPB,Internet Software/Services
3419,NVGS,Marine Shipping
3420,CRMD,Biotechnology
3421,GAIA,Miscellaneous Commercial Services
3422,WMG,Commercial Printing/Forms
3423,PAHC,Pharmaceuticals: Major
3424,RILY,Investment Banks/Brokers
3425,HBM,Other Metals/Minerals
3426,SCTL,Pharmaceuticals: Major
3427,CVEO,Hotels/Resorts/Cruise lines
3428,ARKO,Food Retail
3429,ATEC,Medical Specialties
3430,IMMR,Computer Peripherals
3431,MACK,Pharmaceuticals: Major
3432,DRD,Precious Metals
3433,CLWT,Electronic Equipment/Instruments
3434,ARCO,Restaurants
3435,VBFC,Regional Banks
3436,GTE,Integrated Oil
3437,CYH,Hospital/Nursing Management
3438,GBNY,Savings Banks
3439,ALIT,Information Technology Services
3440,SNAP,Packaged Software
3441,GASS,Marine Shipping
3442,ANIX,Biotechnology
3443,TELL,Integrated Oil
3444,DBTX,Biotechnology
3445,GRBK,Homebuilding
3446,DXYN,Home Furnishings
3447,FOUR,Miscellaneous Commercial Services
3448,GLPG,Biotechnology
3449,BAND,Packaged Software
3450,DHT,Marine Shipping
3451,DNN,Other Metals/Minerals
3452,GPOR,Oil & Gas Production
3453,KT,Major Telecommunications
3454,UIHC,Property/Casualty Insurance
3455,MINM,Computer Communications
3456,NTZ,Home Furnishings
3457,FTEK,Chemicals: Major Diversified
3458,VNET,Data Processing Services
3459,NGL,Oil & Gas Pipelines
3460,LYG,Major Banks
3461,WRAP,Medical Specialties
3462,ACCO,Office Equipment/Supplies
3463,BBGI,Broadcasting
3464,MMMB,Food: Meat/Fish/Dairy
3465,HLMN,Wholesale Distributors
3466,IONS,Pharmaceuticals: Major
3467,MG,Engineering & Construction
3468,LPRO,Packaged Software
3469,NVAX,Biotechnology
3470,GB,Data Processing Services
3471,GNW,Life/Health Insurance
3472,SLGL,Pharmaceuticals: Major
3473,ENIC,Electric Utilities
3474,ENG,Oilfield Services/Equipment
3475,SD,Oil & Gas Production
3476,SCKT,Computer Peripherals
3477,HSON,Personnel Services
3478,CLDX,Medical/Nursing Services
3479,LINK,Semiconductors
3480,CARS,Internet Software/Services
3481,FWRG,Restaurants
3482,SYPR,Auto Parts: OEM
3483,AMC,Movies/Entertainment
3484,NMM,Marine Shipping
3485,SGRP,Advertising/Marketing Services
3486,FORD,Electronic Equipment/Instruments
3487,WTI,Oil & Gas Production
3488,ABNB,Other Consumer Services
3489,CERS,Medical Specialties
3490,BALY,Casinos/Gaming
3491,DOLE,Food Distributors
3492,CVRX,Medical Specialties
3493,CEPU,Electric Utilities
3494,IMBI,Internet Retail
3495,INDO,Integrated Oil
3496,USCB,Regional Banks
3497,AACG,Miscellaneous Commercial Services
3498,NESR,Oilfield Services/Equipment
3499,SGMO,Biotechnology
3500,TMST,Steel
3501,ANIP,Biotechnology
3502,ALLT,Computer Communications
3503,MIR,Aerospace & Defense
3504,CRNT,Telecommunications Equipment
3505,CSBR,Biotechnology
3506,CVU,Aerospace & Defense
3507,DNOW,Wholesale Distributors
3508,INGN,Medical Specialties
3509,CPS,Auto Parts: OEM
3510,RAD,Drugstore Chains
3511,ADMA,Biotechnology
3512,THM,Precious Metals
3513,DCPH,Biotechnology
3514,CDMO,Biotechnology
3515,ESPR,Pharmaceuticals: Major
3516,VHC,Packaged Software
3517,REI,Integrated Oil
3518,APEI,Other Consumer Services
3519,PCTI,Telecommunications Equipment
3520,INTZ,Information Technology Services
3521,VTOL,Other Transportation
3522,GURE,Chemicals: Specialty
3523,MRC,Wholesale Distributors
3524,CSTE,Other Metals/Minerals
3525,RCON,Electronics Distributors
3526,UGIC,Wholesale Distributors
3527,INUV,Packaged Software
3528,GDOT,Miscellaneous Commercial Services
3529,TRIN,Financial Conglomerates
3530,LTRX,Computer Peripherals
3531,IESC,Engineering & Construction
3532,MESO,Biotechnology
3533,SOLO,Motor Vehicles
3534,CELC,Medical Specialties
3535,LSAK,Packaged Software
3536,LI,Motor Vehicles
3537,SCPH,Pharmaceuticals: Major
3538,POWW,Aerospace & Defense
3539,CCM,Medical/Nursing Services
3540,LIXT,Biotechnology
3541,DWSN,Data Processing Services
3542,DYNT,Medical Specialties
3543,DAC,Marine Shipping
3544,CGEN,Biotechnology
3545,DALN,Publishing: Newspapers
3546,CTHR,Other Consumer Specialties
3547,MFG,Major Banks
3548,CFBK,Savings Banks
3549,TGTX,Pharmaceuticals: Major
3550,EDIT,Biotechnology
3551,NCLH,Hotels/Resorts/Cruise lines
3552,YEXT,Data Processing Services
3553,PBFS,Regional Banks
3554,TRIB,Medical Specialties
3555,QRTEA,Broadcasting
3556,TWOU,Packaged Software
3557,AEY,Wholesale Distributors
3558,AR,Oil & Gas Production
3559,MVIS,Semiconductors
3560,UIS,Information Technology Services
3561,LSEA,Homebuilding
3562,SALM,Broadcasting
3563,NGD,Precious Metals
3564,JOB,Personnel Services
3565,ASPS,Finance/Rental/Leasing
3566,OCC,Telecommunications Equipment
3567,CSTL,Medical Specialties
3568,LFVN,Pharmaceuticals: Other
3569,WW,Other Consumer Services
3570,BCLI,Biotechnology
3571,ORLA,Precious Metals
3572,AROC,Oilfield Services/Equipment
3573,GOOS,Apparel/Footwear
3574,GHLD,Finance/Rental/Leasing
3575,PCYG,Packaged Software
3576,PHAR,Pharmaceuticals: Major
3577,CRNX,Pharmaceuticals: Major
3578,LOV,Internet Software/Services
3579,TCRT,Biotechnology
3580,SNDA,Medical/Nursing Services
3581,AIRG,Semiconductors
3582,GVP,Engineering & Construction
3583,WPRT,Trucks/Construction/Farm Machinery
3584,SPNT,Property/Casualty Insurance
3585,AMSC,Electrical Products
3586,CHNR,Wholesale Distributors
3587,COMM,Telecommunications Equipment
3588,BLUE,Biotechnology
3589,VXRT,Biotechnology
3590,AGFS,Chemicals: Agricultural
3591,ROIV,Pharmaceuticals: Major
3592,GALT,Biotechnology
3593,PPSI,Electrical Products
3594,BWEN,Electrical Products
3595,XPL,Other Metals/Minerals
3596,OXBR,Specialty Insurance
3597,CRIS,Biotechnology
3598,USAU,Precious Metals
3599,BAOS,Advertising/Marketing Services
3600,ACRS,Pharmaceuticals: Major
3601,CHRS,Pharmaceuticals: Major
3602,AAN,Specialty Stores
3603,CDZI,Real Estate Development
3604,MLSS,Medical Specialties
3605,BLFS,Chemicals: Major Diversified
3606,DSKE,Trucking
3607,LASR,Semiconductors
3608,SMSI,Packaged Software
3609,SPCE,Aerospace & Defense
3610,CARG,Internet Software/Services
3611,ARAY,Medical Specialties
3612,VNT,Other Transportation
3613,HBB,Electronics/Appliances
3614,MEKA,Financial Conglomerates
3615,RYAM,Chemicals: Specialty
3616,MCHX,Advertising/Marketing Services
3617,ARC,Commercial Printing/Forms
3618,SWI,Packaged Software
3619,MNOV,Pharmaceuticals: Major
3620,PFMT,Miscellaneous Commercial Services
3621,ORN,Engineering & Construction
3622,PACK,Containers/Packaging
3623,SOL,Engineering & Construction
3624,ICAD,Medical Specialties
3625,JAN,Environmental Services
3626,LPTH,Electronic Components
3627,UPWK,Personnel Services
3628,GTX,Auto Parts: OEM
3629,STRO,Pharmaceuticals: Major
3630,DVAX,Biotechnology
3631,EGIO,Internet Software/Services
3632,TMQ,Other Metals/Minerals
3633,PAGP,Oil & Gas Pipelines
3634,IFS,Investment Managers
3635,GRIL,Restaurants
3636,NMRK,Real Estate Development
3637,BV,Miscellaneous Commercial Services
3638,FSLY,Information Technology Services
3639,MOGO,Finance/Rental/Leasing
3640,RMTI,Medical Specialties
3641,AMPY,Integrated Oil
3642,ESMT,Packaged Software
3643,NYMX,Pharmaceuticals: Major
3644,VGZ,Precious Metals
3645,ETON,Pharmaceuticals: Major
3646,PFSW,Air Freight/Couriers
3647,WYY,Data Processing Services
3648,RGC,Pharmaceuticals: Major
3649,RCKT,Biotechnology
3650,PZG,Precious Metals
3651,EMKR,Semiconductors
3652,SOVO,Food: Specialty/Candy
3653,HITI,Specialty Stores
3654,SLNH,Electronic Equipment/Instruments
3655,BKD,Hospital/Nursing Management
3656,CDE,Precious Metals
3657,FTK,Oilfield Services/Equipment
3658,KD,Data Processing Services
3659,NIU,Motor Vehicles
3660,ULCC,Airlines
3661,AVO,Agricultural Commodities/Milling
3662,REPX,Integrated Oil
3663,KAVL,Wholesale Distributors
3664,DLTH,Internet Retail
3665,CSSE,Movies/Entertainment
3666,VCEL,Electronic Equipment/Instruments
3667,GILT,Telecommunications Equipment
3668,SEED,Agricultural Commodities/Milling
3669,QUAD,Commercial Printing/Forms
3670,BATL,Oil & Gas Production
3671,AZ,Packaged Software
3672,PLUG,Electronic Production Equipment
3673,USIO,Finance/Rental/Leasing
3674,HGBL,Investment Banks/Brokers
3675,QTRX,Medical Specialties
3676,PYCR,Packaged Software
3677,FGF,Financial Conglomerates
3678,CLPS,Information Technology Services
3679,KROS,Pharmaceuticals: Major
3680,CDRE,Financial Conglomerates
3681,IPI,Other Metals/Minerals
3682,CANG,Wholesale Distributors
3683,BXSL,Investment Trusts/Mutual Funds
3684,PBPB,Restaurants
3685,STEP,Investment Managers
3686,SOI,Information Technology Services
3687,EMAN,Electronic Equipment/Instruments
3688,DUOL,Packaged Software
3689,ARCE,Internet Software/Services
3690,RSVR,Miscellaneous Commercial Services
3691,CCLP,Oilfield Services/Equipment
3692,TME,Internet Software/Services
3693,ASTS,Specialty Telecommunications
3694,KMDA,Biotechnology
3695,SQNS,Semiconductors
3696,CPIX,Pharmaceuticals: Major
3697,WALD,Household/Personal Care
3698,TRHC,Packaged Software
3699,NM,Marine Shipping
3700,RPRX,Pharmaceuticals: Major
3701,FENG,Internet Software/Services
3702,BROG,Contract Drilling
3703,RMNI,Information Technology Services
3704,CVNA,Specialty Stores
3705,BBDO,Major Banks
3706,SBT,Savings Banks
3707,SLNG,Oil & Gas Production
3708,MNTV,Information Technology Services
3709,AAU,Precious Metals
3710,GAU,Precious Metals
3711,AXDX,Medical Specialties
3712,INVE,Semiconductors
3713,CEMI,Medical Specialties
3714,PLSE,Medical Specialties
3715,AVAL,Major Banks
3716,SEAC,Packaged Software
3717,GBR,Real Estate Development
3718,DARE,Pharmaceuticals: Major
3719,NEX,Oilfield Services/Equipment
3720,TRVI,Biotechnology
3721,DRRX,Pharmaceuticals: Major
3722,RAIL,Trucks/Construction/Farm Machinery
3723,GOL,Airlines
3724,XBIT,Pharmaceuticals: Major
3725,LGF.B,Movies/Entertainment
3726,CABA,Biotechnology
3727,COSM,Medical Distributors
3728,CJJD,Drugstore Chains
3729,INBX,Biotechnology
3730,OESX,Semiconductors
3731,JANX,Biotechnology
3732,OGN,Pharmaceuticals: Major
3733,GSAT,Wireless Telecommunications
3734,DXC,Data Processing Services
3735,SKYH,Real Estate Development
3736,HRTX,Biotechnology
3737,MNKD,Pharmaceuticals: Major
3738,LGF.A,Movies/Entertainment
3739,ZIVO,Biotechnology
3740,TXG,Biotechnology
3741,ORGS,Biotechnology
3742,LILAK,Major Telecommunications
3743,MGI,Miscellaneous Commercial Services
3744,CGA,Chemicals: Agricultural
3745,VRA,Apparel/Footwear
3746,SCWO,Environmental Services
3747,RBBN,Packaged Software
3748,PETV,Medical Specialties
3749,LILA,Major Telecommunications
3750,ATNM,Pharmaceuticals: Major
3751,PCOR,Packaged Software
3752,WHLM,Miscellaneous Commercial Services
3753,SABR,Packaged Software
3754,IMH,Finance/Rental/Leasing
3755,KTOS,Aerospace & Defense
3756,SENS,Medical Specialties
3757,BLFY,Savings Banks
3758,YMM,Packaged Software
3759,ONCY,Biotechnology
3760,BCDA,Biotechnology
3761,INO,Pharmaceuticals: Major
3762,TNDM,Medical Specialties
3763,PBYI,Pharmaceuticals: Major
3764,VYGR,Biotechnology
3765,NAK,Other Metals/Minerals
3766,IDN,Packaged Software
3767,DLNG,Marine Shipping
3768,EAF,Electrical Products
3769,AGEN,Biotechnology
3770,IQ,Internet Software/Services
3771,MDWD,Pharmaceuticals: Major
3772,UUUU,Other Metals/Minerals
3773,EZGO,Movies/Entertainment
3774,WKSP,Auto Parts: OEM
3775,DRVN,Other Consumer Services
3776,SNCR,Internet Software/Services
3777,TUSK,Oilfield Services/Equipment
3778,WAVE,Electric Utilities
3779,TRX,Precious Metals
3780,JAMF,Packaged Software
3781,SDPI,Oilfield Services/Equipment
3782,VREX,Medical Specialties
3783,QUIK,Semiconductors
3784,PUMP,Oilfield Services/Equipment
3785,LEU,Other Metals/Minerals
3786,CTSO,Medical Specialties
3787,MNSO,Specialty Stores
3788,LVWR,Recreational Products
3789,IPWR,Semiconductors
3790,USEG,Oil & Gas Production
3791,PRPL,Home Furnishings
3792,MGNX,Pharmaceuticals: Major
3793,EVGN,Miscellaneous Commercial Services
3794,SCU,Investment Managers
3795,KULR,Industrial Machinery
3796,ANGI,Internet Software/Services
3797,CDLX,Internet Software/Services
3798,PETQ,Pharmaceuticals: Major
3799,RLYB,Miscellaneous Commercial Services
3800,SOFO,Packaged Software
3801,CMLS,Broadcasting
3802,OCUL,Pharmaceuticals: Major
3803,AGTI,Other Consumer Services
3804,EGAN,Packaged Software
3805,PXLW,Semiconductors
3806,UTSI,Telecommunications Equipment
3807,UA,Apparel/Footwear
3808,YRD,Internet Software/Services
3809,WTTR,Water Utilities
3810,ESEA,Marine Shipping
3811,DAO,Internet Software/Services
3812,XOMA,Pharmaceuticals: Major
3813,CATX,Medical Specialties
3814,XNET,Information Technology Services
3815,NTWK,Information Technology Services
3816,XIN,Real Estate Development
3817,MOXC,Data Processing Services
3818,CHCI,Homebuilding
3819,CMPO,Commercial Printing/Forms
3820,CLIR,Industrial Machinery
3821,TKAT,Packaged Software
3822,LAB,Medical Specialties
3823,LXRX,Pharmaceuticals: Major
3824,RVPH,Pharmaceuticals: Major
3825,FBIO,Pharmaceuticals: Major
3826,CPHI,Pharmaceuticals: Major
3827,MMAT,Semiconductors
3828,HFFG,Food Distributors
3829,RVMD,Pharmaceuticals: Other
3830,NWG,Major Banks
3831,SKYT,Industrial Machinery
3832,JFIN,Finance/Rental/Leasing
3833,GCMG,Investment Managers
3834,ZUO,Packaged Software
3835,AAOI,Semiconductors
3836,EPM,Oil & Gas Production
3837,RIGL,Pharmaceuticals: Major
3838,REVG,Motor Vehicles
3839,IMMP,Biotechnology
3840,AIMD,Medical Specialties
3841,PAGS,Miscellaneous Commercial Services
3842,PRTH,Packaged Software
3843,ISUN,Engineering & Construction
3844,NEXA,Other Metals/Minerals
3845,STNE,Packaged Software
3846,ABCM,Biotechnology
3847,PHCF,Investment Managers
3848,SBLK,Marine Shipping
3849,WVE,Biotechnology
3850,SPPI,Pharmaceuticals: Major
3851,NVTA,Medical/Nursing Services
3852,FCEL,Electronic Equipment/Instruments
3853,KNSA,Pharmaceuticals: Major
3854,HOUS,Real Estate Development
3855,IGMS,Pharmaceuticals: Major
3856,GLYC,Pharmaceuticals: Major
3857,DRTT,Packaged Software
3858,RIOT,Financial Conglomerates
3859,QUOT,Advertising/Marketing Services
3860,EM,Finance/Rental/Leasing
3861,BCTX,Biotechnology
3862,DBRG,Real Estate Investment Trusts
3863,GCI,Publishing: Newspapers
3864,VERY,Life/Health Insurance
3865,MRSN,Biotechnology
3866,VTLE,Oil & Gas Production
3867,SBET,Packaged Software
3868,THRN,Packaged Software
3869,SIFY,Internet Software/Services
3870,ETRN,Oil & Gas Pipelines
3871,YI,Medical Distributors
3872,PLX,Pharmaceuticals: Major
3873,STXS,Medical Specialties
3874,KNTK,Oil & Gas Pipelines
3875,COHN,Financial Conglomerates
3876,SQSP,Information Technology Services
3877,OPAL,Industrial Specialties
3878,NDLS,Restaurants
3879,AMRN,Pharmaceuticals: Major
3880,CLPT,Medical Specialties
3881,WKHS,Motor Vehicles
3882,NAVB,Medical Specialties
3883,BTWN,Financial Conglomerates
3884,GDEV,Packaged Software
3885,PRTK,Pharmaceuticals: Major
3886,STGW,Miscellaneous Commercial Services
3887,GECC,Investment Managers
3888,VEON,Wireless Telecommunications
3889,XPRO,Oil & Gas Production
3890,DV,Packaged Software
3891,NARI,Medical Specialties
3892,PAYO,Miscellaneous Commercial Services
3893,NINE,Oilfield Services/Equipment
3894,DMAC,Pharmaceuticals: Major
3895,KRT,Containers/Packaging
3896,AGL,Medical/Nursing Services
3897,VITL,Agricultural Commodities/Milling
3898,MDJH,Real Estate Development
3899,ETNB,Pharmaceuticals: Major
3900,BOSC,Semiconductors
3901,LITB,Internet Retail
3902,PTVE,Containers/Packaging
3903,GNK,Marine Shipping
3904,SMLP,Gas Distributors
3905,IMRN,Pharmaceuticals: Major
3906,MSC,Casinos/Gaming
3907,CVT,Packaged Software
3908,FNGR,Packaged Software
3909,SVVC,Investment Managers
3910,BLU,Pharmaceuticals: Major
3911,AQMS,Other Metals/Minerals
3912,CCCS,Packaged Software
3913,JELD,Forest Products
3914,FLNT,Data Processing Services
3915,BSQR,Electronics Distributors
3916,ORGO,Medical Specialties
3917,ABOS,Pharmaceuticals: Major
3918,CNDT,Miscellaneous Commercial Services
3919,AVPT,Data Processing Services
3920,OIG,Engineering & Construction
3921,APYX,Medical Specialties
3922,BSGM,Medical Specialties
3923,APTO,Pharmaceuticals: Major
3924,AZEK,Building Products
3925,IBIO,Pharmaceuticals: Other
3926,PX,Investment Managers
3927,CNET,Advertising/Marketing Services
3928,CNF,Finance/Rental/Leasing
3929,HCWB,Biotechnology
3930,JMIA,Internet Software/Services
3931,IVDA,Telecommunications Equipment
3932,BNED,Specialty Stores
3933,SCOR,Miscellaneous Commercial Services
3934,ADMP,Pharmaceuticals: Major
3935,MAXN,Alternative Power Generation
3936,KPTI,Pharmaceuticals: Major
3937,ALEC,Biotechnology
3938,NNVC,Pharmaceuticals: Major
3939,MRNS,Pharmaceuticals: Major
3940,FTFT,Finance/Rental/Leasing
3941,GETY,Internet Software/Services
3942,GRRR,Packaged Software
3943,ASTL,Metal Fabrication
3944,ARCT,Pharmaceuticals: Major
3945,MESA,Airlines
3946,DYN,Biotechnology
3947,USAS,Other Metals/Minerals
3948,CNM,Wholesale Distributors
3949,ADVM,Pharmaceuticals: Major
3950,EFOI,Electrical Products
3951,GANX,Biotechnology
3952,ACXP,Pharmaceuticals: Major
3953,FORG,Packaged Software
3954,ALKT,Packaged Software
3955,SHC,Medical Specialties
3956,VERI,Advertising/Marketing Services
3957,ARDX,Pharmaceuticals: Major
3958,TOUR,Other Consumer Services
3959,REKR,Miscellaneous Commercial Services
3960,HRTG,Property/Casualty Insurance
3961,ATRA,Pharmaceuticals: Major
3962,AUD,Broadcasting
3963,CTXR,Medical Specialties
3964,ARLO,Telecommunications Equipment
3965,KZIA,Pharmaceuticals: Major
3966,FA,Miscellaneous Commercial Services
3967,LOMA,Construction Materials
3968,PHUN,Packaged Software
3969,YTRA,Other Consumer Services
3970,SGLY,Air Freight/Couriers
3971,SUPV,Major Banks
3972,IOVA,Biotechnology
3973,TLSA,Pharmaceuticals: Major
3974,AFMD,Biotechnology
3975,MDVL,Medical Specialties
3976,ASTC,Aerospace & Defense
3977,ASXC,Medical Specialties
3978,SRRK,Biotechnology
3979,BLDE,Airlines
3980,AINC,Miscellaneous Commercial Services
3981,CNFR,Property/Casualty Insurance
3982,GHG,Hotels/Resorts/Cruise lines
3983,EXPR,Apparel/Footwear Retail
3984,NRSN,Pharmaceuticals: Major
3985,LE,Apparel/Footwear Retail
3986,ZCMD,Miscellaneous Commercial Services
3987,INSG,Telecommunications Equipment
3988,STRR,Medical Specialties
3989,CIDM,Movies/Entertainment
3990,NCMI,Advertising/Marketing Services
3991,VERB,Packaged Software
3992,ELAN,Biotechnology
3993,EYPT,Pharmaceuticals: Major
3994,AKYA,Biotechnology
3995,WLMS,Engineering & Construction
3996,PTN,Pharmaceuticals: Major
3997,PRQR,Pharmaceuticals: Major
3998,LEXX,Pharmaceuticals: Major
3999,PPTA,Precious Metals
4000,SVRA,Pharmaceuticals: Major
4001,INFI,Pharmaceuticals: Major
4002,CAN,Semiconductors
4003,ARBE,Electrical Products
4004,CMRX,Pharmaceuticals: Major
4005,IPHA,Pharmaceuticals: Major
4006,PL,Packaged Software
4007,ATHE,Pharmaceuticals: Major
4008,LICY,Wholesale Distributors
4009,CSAN,Gas Distributors
4010,CWAN,Packaged Software
4011,CLBT,Packaged Software
4012,URGN,Biotechnology
4013,PTON,Other Consumer Services
4014,SRGA,Medical Specialties
4015,PNTG,Medical/Nursing Services
4016,KODK,Industrial Machinery
4017,ACB,Agricultural Commodities/Milling
4018,TCS,Specialty Stores
4019,OSH,Medical/Nursing Services
4020,LQDA,Pharmaceuticals: Major
4021,TRDA,Biotechnology
4022,NEON,Semiconductors
4023,INCR,Medical Specialties
4024,NEPH,Medical Specialties
4025,MSGE,Media Conglomerates
4026,BIOR,Medical/Nursing Services
4027,ARQT,Pharmaceuticals: Major
4028,LTBR,Chemicals: Specialty
4029,CIVI,Integrated Oil
4030,BMTX,Packaged Software
4031,FURY,Precious Metals
4032,HTZ,Finance/Rental/Leasing
4033,ETWO,Packaged Software
4034,SMMT,Biotechnology
4035,THMO,Medical Specialties
4036,CVM,Biotechnology
4037,KDNY,Pharmaceuticals: Major
4038,PLG,Other Metals/Minerals
4039,ASMB,Pharmaceuticals: Major
4040,SNCY,Airlines
4041,MARA,Data Processing Services
4042,AWH,Biotechnology
4043,AZRE,Alternative Power Generation
4044,SPCB,Computer Communications
4045,IHRT,Broadcasting
4046,SNGX,Pharmaceuticals: Major
4047,THRX,Biotechnology
4048,CGEM,Pharmaceuticals: Major
4049,ADAP,Biotechnology
4050,CUE,Biotechnology
4051,OVID,Pharmaceuticals: Major
4052,AFYA,Other Consumer Services
4053,PROC,Pharmaceuticals: Major
4054,MLNK,Information Technology Services
4055,KALV,Pharmaceuticals: Major
4056,MCRB,Biotechnology
4057,ANAB,Biotechnology
4058,SWKH,Finance/Rental/Leasing
4059,BIOL,Medical Specialties
4060,IBRX,Pharmaceuticals: Major
4061,TPHS,Real Estate Development
4062,CALT,Pharmaceuticals: Major
4063,AIRI,Aerospace & Defense
4064,SNOW,Packaged Software
4065,EB,Miscellaneous Commercial Services
4066,FET,Oilfield Services/Equipment
4067,VSTM,Biotechnology
4068,POLA,Electronic Equipment/Instruments
4069,GLG,Wholesale Distributors
4070,RDFN,Real Estate Development
4071,TRUE,Internet Software/Services
4072,NHTC,Household/Personal Care
4073,GRNT,Integrated Oil
4074,TIGO,Wireless Telecommunications
4075,ACIU,Pharmaceuticals: Major
4076,EVGO,Specialty Stores
4077,TTNP,Pharmaceuticals: Major
4078,PUBM,Internet Software/Services
4079,DTSS,Computer Communications
4080,AOUT,Recreational Products
4081,FPAY,Finance/Rental/Leasing
4082,PRTG,Biotechnology
4083,PNT,Pharmaceuticals: Major
4084,SURG,Packaged Software
4085,DCBO,Packaged Software
4086,NVCN,Medical Specialties
4087,CERT,Packaged Software
4088,ATHX,Biotechnology
4089,PRTC,Biotechnology
4090,HCAT,Packaged Software
4091,AUMN,Precious Metals
4092,CURO,Finance/Rental/Leasing
4093,ACOR,Pharmaceuticals: Major
4094,BMBL,Packaged Software
4095,VSCO,Apparel/Footwear Retail
4096,DESP,Other Consumer Services
4097,GENE,Biotechnology
4098,BORR,Contract Drilling
4099,BPTH,Biotechnology
4100,NEGG,Internet Retail
4101,SLN,Miscellaneous Commercial Services
4102,AMAM,Biotechnology
4103,OPHC,Regional Banks
4104,BTBD,Restaurants
4105,LVO,Commercial Printing/Forms
4106,TAOP,Packaged Software
4107,CASI,Pharmaceuticals: Major
4108,TCBX,Savings Banks
4109,STIM,Medical Specialties
4110,ENTX,Pharmaceuticals: Major
4111,RELY,Miscellaneous Commercial Services
4112,TEDU,Miscellaneous Commercial Services
4113,CCSI,Packaged Software
4114,ACRX,Pharmaceuticals: Major
4115,ITP,Containers/Packaging
4116,AIM,Pharmaceuticals: Major
4117,ENOB,Biotechnology
4118,EIGR,Pharmaceuticals: Major
4119,MRVI,Biotechnology
4120,VTVT,Pharmaceuticals: Major
4121,ALHC,Managed Health Care
4122,FTCH,Internet Retail
4123,IMV,Biotechnology
4124,SOFI,Finance/Rental/Leasing
4125,ITOS,Biotechnology
4126,OSCR,Managed Health Care
4127,NVFY,Home Furnishings
4128,SEAT,Movies/Entertainment
4129,IDEX,Motor Vehicles
4130,DSS,Commercial Printing/Forms
4131,ALT,Biotechnology
4132,PSTX,Biotechnology
4133,HIVE,Information Technology Services
4134,ATUS,Major Telecommunications
4135,ONVO,Biotechnology
4136,EGLX,Internet Software/Services
4137,GLMD,Pharmaceuticals: Major
4138,CREG,Electric Utilities
4139,BEPC,Electric Utilities
4140,LIQT,Auto Parts: OEM
4141,RSKD,Packaged Software
4142,GPRO,Electronics/Appliances
4143,AGS,Industrial Conglomerates
4144,HUYA,Miscellaneous Commercial Services
4145,CASA,Packaged Software
4146,PMCB,Pharmaceuticals: Other
4147,OBLG,Computer Communications
4148,DNUT,Food Distributors
4149,TOMZ,Industrial Machinery
4150,RFL,Real Estate Development
4151,SRAD,Packaged Software
4152,IGC,Biotechnology
4153,TRVG,Internet Software/Services
4154,RAIN,Biotechnology
4155,DMTK,Medical Specialties
4156,LX,Finance/Rental/Leasing
4157,FINW,Regional Banks
4158,EEX,Miscellaneous Commercial Services
4159,AMPE,Pharmaceuticals: Major
4160,IZEA,Advertising/Marketing Services
4161,KYMR,Biotechnology
4162,NVEI,Information Technology Services
4163,LPCN,Pharmaceuticals: Major
4164,CTMX,Pharmaceuticals: Major
4165,KZR,Biotechnology
4166,LC,Finance/Rental/Leasing
4167,SSKN,Medical Specialties
4168,ZI,Packaged Software
4169,ASAN,Packaged Software
4170,HRT,Miscellaneous Commercial Services
4171,FULC,Pharmaceuticals: Major
4172,CLSD,Pharmaceuticals: Major
4173,PGEN,Biotechnology
4174,AKBA,Pharmaceuticals: Major
4175,STG,Miscellaneous Commercial Services
4176,GEG,Investment Managers
4177,AQB,Biotechnology
4178,SUNW,Electrical Products
4179,ZIP,Internet Software/Services
4180,CXM,Packaged Software
4181,BEAM,Biotechnology
4182,EWCZ,Other Consumer Services
4183,BNGO,Biotechnology
4184,MYNZ,Biotechnology
4185,XTLB,Medical Specialties
4186,VRME,Packaged Software
4187,OCUP,Pharmaceuticals: Major
4188,SJ,Internet Software/Services
4189,YVR,Packaged Software
4190,GLDG,Precious Metals
4191,XYF,Finance/Rental/Leasing
4192,GTHX,Pharmaceuticals: Major
4193,AUUD,Packaged Software
4194,SFIX,Apparel/Footwear Retail
4195,BIMI,Medical Distributors
4196,LOOP,Chemicals: Specialty
4197,DNB,Packaged Software
4198,MBOT,Biotechnology
4199,CRSR,Packaged Software
4200,CMCM,Packaged Software
4201,CDTX,Pharmaceuticals: Other
4202,AENZ,Engineering & Construction
4203,FREE,Food: Specialty/Candy
4204,AZUL,Airlines
4205,DOCS,Internet Software/Services
4206,NBSE,Pharmaceuticals: Major
4207,SEEL,Biotechnology
4208,IMNM,Biotechnology
4209,ALLO,Biotechnology
4210,ALTO,Chemicals: Specialty
4211,MARK,Packaged Software
